dataset_id,filename,split
cremad,1021_WSI_HAP_XX.wav,train
cremad,1062_IWL_SAD_XX.wav,train
cremad,1033_IEO_HAP_MD.wav,train
cremad,1041_IWW_SAD_XX.wav,train
cremad,1036_MTI_DIS_XX.wav,train
cremad,1083_ITH_ANG_XX.wav,train
cremad,1022_TIE_NEU_XX.wav,train
cremad,1041_TIE_DIS_XX.wav,train
cremad,1026_IWL_DIS_XX.wav,train
cremad,1091_TSI_ANG_XX.wav,train
cremad,1035_IEO_FEA_HI.wav,train
cremad,1012_TIE_ANG_XX.wav,train
cremad,1015_TAI_HAP_XX.wav,train
cremad,1071_ITH_HAP_XX.wav,train
cremad,1047_TSI_HAP_XX.wav,train
cremad,1069_IOM_ANG_XX.wav,train
cremad,1073_IWW_ANG_XX.wav,train
cremad,1060_TAI_NEU_XX.wav,train
cremad,1079_WSI_DIS_XX.wav,train
cremad,1063_IWL_NEU_XX.wav,train
cremad,1074_TAI_DIS_XX.wav,train
cremad,1015_TAI_NEU_XX.wav,train
cremad,1042_ITS_ANG_XX.wav,train
cremad,1041_ITS_FEA_XX.wav,train
cremad,1074_MTI_SAD_XX.wav,train
cremad,1055_IOM_HAP_XX.wav,train
cremad,1010_IWW_DIS_XX.wav,train
cremad,1019_IWW_NEU_XX.wav,train
cremad,1036_IEO_ANG_MD.wav,train
cremad,1079_DFA_ANG_XX.wav,train
cremad,1053_WSI_HAP_XX.wav,train
cremad,1087_MTI_SAD_XX.wav,train
cremad,1080_IEO_SAD_LO.wav,train
cremad,1003_WSI_FEA_XX.wav,train
cremad,1031_IEO_HAP_HI.wav,train
cremad,1030_IWL_DIS_XX.wav,train
cremad,1045_IEO_SAD_HI.wav,train
cremad,1005_TAI_FEA_XX.wav,train
cremad,1022_TIE_FEA_XX.wav,train
cremad,1001_IEO_FEA_LO.wav,train
cremad,1019_IEO_FEA_MD.wav,train
cremad,1077_TIE_DIS_XX.wav,train
cremad,1080_IEO_SAD_MD.wav,train
cremad,1050_ITS_ANG_XX.wav,train
cremad,1077_IWL_ANG_XX.wav,train
cremad,1051_IEO_ANG_MD.wav,train
cremad,1017_DFA_SAD_XX.wav,train
cremad,1076_MTI_NEU_XX.wav,train
cremad,1056_TIE_HAP_XX.wav,train
cremad,1053_WSI_ANG_XX.wav,train
cremad,1078_IEO_SAD_HI.wav,train
cremad,1025_IEO_DIS_HI.wav,train
cremad,1051_ITH_ANG_XX.wav,train
cremad,1056_ITS_DIS_XX.wav,train
cremad,1015_IEO_FEA_HI.wav,train
cremad,1011_MTI_SAD_XX.wav,train
cremad,1069_TSI_HAP_XX.wav,train
cremad,1003_ITH_DIS_XX.wav,train
cremad,1071_WSI_HAP_XX.wav,train
cremad,1015_TAI_ANG_XX.wav,train
cremad,1016_DFA_FEA_XX.wav,train
cremad,1023_TSI_DIS_XX.wav,train
cremad,1063_DFA_FEA_XX.wav,train
cremad,1025_DFA_HAP_XX.wav,train
cremad,1023_IEO_DIS_LO.wav,train
cremad,1025_TSI_NEU_XX.wav,train
cremad,1056_MTI_DIS_XX.wav,train
cremad,1042_WSI_SAD_XX.wav,train
cremad,1016_TSI_FEA_XX.wav,train
cremad,1062_IWL_ANG_XX.wav,train
cremad,1062_WSI_SAD_XX.wav,train
cremad,1022_DFA_FEA_XX.wav,train
cremad,1033_DFA_HAP_XX.wav,train
cremad,1069_ITS_DIS_XX.wav,train
cremad,1075_WSI_NEU_XX.wav,train
cremad,1051_DFA_DIS_XX.wav,train
cremad,1062_TIE_NEU_XX.wav,train
cremad,1081_WSI_DIS_XX.wav,train
cremad,1033_WSI_DIS_XX.wav,train
cremad,1087_IEO_HAP_MD.wav,train
cremad,1001_DFA_NEU_XX.wav,train
cremad,1028_ITH_HAP_XX.wav,train
cremad,1003_IEO_ANG_MD.wav,train
cremad,1064_WSI_FEA_XX.wav,train
cremad,1021_ITS_DIS_XX.wav,train
cremad,1072_TSI_HAP_XX.wav,train
cremad,1032_ITH_DIS_XX.wav,train
cremad,1032_ITH_FEA_XX.wav,train
cremad,1063_IOM_ANG_XX.wav,train
cremad,1042_TSI_SAD_XX.wav,train
cremad,1053_IOM_ANG_XX.wav,train
cremad,1078_TAI_HAP_XX.wav,train
cremad,1055_ITS_HAP_XX.wav,train
cremad,1064_WSI_HAP_XX.wav,train
cremad,1014_WSI_ANG_XX.wav,train
cremad,1064_IEO_SAD_LO.wav,train
cremad,1080_TSI_ANG_XX.wav,train
cremad,1091_ITS_SAD_XX.wav,train
cremad,1028_TSI_HAP_XX.wav,train
cremad,1061_TAI_DIS_XX.wav,train
cremad,1080_TAI_SAD_XX.wav,train
cremad,1062_IOM_SAD_XX.wav,train
cremad,1064_IEO_NEU_XX.wav,train
cremad,1075_TAI_FEA_XX.wav,train
cremad,1023_IEO_DIS_HI.wav,train
cremad,1005_DFA_NEU_XX.wav,train
cremad,1023_WSI_NEU_XX.wav,train
cremad,1068_DFA_FEA_XX.wav,train
cremad,1051_IEO_DIS_MD.wav,train
cremad,1017_DFA_DIS_XX.wav,train
cremad,1078_IEO_DIS_MD.wav,train
cremad,1007_TIE_FEA_XX.wav,train
cremad,1042_IEO_DIS_HI.wav,train
cremad,1077_IWW_HAP_XX.wav,train
cremad,1077_IEO_DIS_HI.wav,train
cremad,1026_IEO_FEA_LO.wav,train
cremad,1021_IOM_ANG_XX.wav,train
cremad,1024_IEO_FEA_MD.wav,train
cremad,1015_IEO_SAD_MD.wav,train
cremad,1081_WSI_FEA_XX.wav,train
cremad,1063_ITH_SAD_XX.wav,train
cremad,1014_ITH_SAD_XX.wav,train
cremad,1019_IEO_FEA_LO.wav,train
cremad,1074_IEO_FEA_HI.wav,train
cremad,1056_IEO_ANG_HI.wav,train
cremad,1087_IEO_FEA_HI.wav,train
cremad,1080_IEO_SAD_HI.wav,train
cremad,1038_IEO_DIS_HI.wav,train
cremad,1071_TSI_FEA_XX.wav,train
cremad,1028_ITH_FEA_XX.wav,train
cremad,1015_ITS_ANG_XX.wav,train
cremad,1003_MTI_FEA_XX.wav,train
cremad,1019_IWL_NEU_XX.wav,train
cremad,1028_IWL_FEA_XX.wav,train
cremad,1055_TAI_FEA_XX.wav,train
cremad,1026_TSI_FEA_XX.wav,train
cremad,1014_WSI_DIS_XX.wav,train
cremad,1030_IEO_ANG_HI.wav,train
cremad,1007_ITH_NEU_XX.wav,train
cremad,1074_MTI_DIS_XX.wav,train
cremad,1026_ITH_NEU_XX.wav,train
cremad,1076_TAI_SAD_XX.wav,train
cremad,1010_IOM_FEA_XX.wav,train
cremad,1047_IEO_ANG_HI.wav,train
cremad,1005_IOM_DIS_XX.wav,train
cremad,1064_MTI_NEU_XX.wav,train
cremad,1063_DFA_SAD_XX.wav,train
cremad,1075_TIE_ANG_XX.wav,train
cremad,1055_DFA_DIS_XX.wav,train
cremad,1080_IOM_SAD_XX.wav,train
cremad,1064_IOM_FEA_XX.wav,train
cremad,1072_TAI_HAP_XX.wav,train
cremad,1072_MTI_ANG_XX.wav,train
cremad,1048_IWL_HAP_XX.wav,train
cremad,1076_MTI_FEA_XX.wav,train
cremad,1077_IEO_FEA_MD.wav,train
cremad,1047_TSI_ANG_XX.wav,train
cremad,1055_WSI_DIS_XX.wav,train
cremad,1083_DFA_HAP_XX.wav,train
cremad,1027_ITH_ANG_XX.wav,train
cremad,1015_TAI_FEA_XX.wav,train
cremad,1068_TIE_HAP_XX.wav,train
cremad,1052_IOM_ANG_XX.wav,train
cremad,1055_TIE_HAP_XX.wav,train
cremad,1014_TAI_NEU_XX.wav,train
cremad,1033_IEO_FEA_LO.wav,train
cremad,1028_IEO_ANG_MD.wav,train
cremad,1012_IEO_HAP_LO.wav,train
cremad,1084_ITS_NEU_XX.wav,train
cremad,1061_IEO_HAP_LO.wav,train
cremad,1076_IWW_ANG_XX.wav,train
cremad,1033_TSI_HAP_XX.wav,train
cremad,1005_MTI_FEA_XX.wav,train
cremad,1048_TAI_SAD_XX.wav,train
cremad,1032_IEO_ANG_MD.wav,train
cremad,1047_ITH_SAD_XX.wav,train
cremad,1069_IWW_FEA_XX.wav,train
cremad,1073_IEO_ANG_LO.wav,train
cremad,1063_TAI_ANG_XX.wav,train
cremad,1091_IEO_ANG_LO.wav,train
cremad,1062_IWL_NEU_XX.wav,train
cremad,1021_IWW_HAP_XX.wav,train
cremad,1026_MTI_DIS_XX.wav,train
cremad,1025_DFA_SAD_XX.wav,train
cremad,1017_IEO_HAP_HI.wav,train
cremad,1062_TSI_FEA_XX.wav,train
cremad,1054_MTI_FEA_XX.wav,train
cremad,1081_TSI_HAP_XX.wav,train
cremad,1001_IWL_DIS_XX.wav,train
cremad,1087_IEO_FEA_LO.wav,train
cremad,1001_ITH_ANG_XX.wav,train
cremad,1073_TIE_SAD_XX.wav,train
cremad,1010_IWL_SAD_XX.wav,train
cremad,1022_WSI_SAD_XX.wav,train
cremad,1071_TSI_SAD_XX.wav,train
cremad,1071_IWL_DIS_XX.wav,train
cremad,1009_IWW_DIS_XX.wav,train
cremad,1017_TIE_DIS_XX.wav,train
cremad,1035_DFA_ANG_XX.wav,train
cremad,1075_IEO_SAD_MD.wav,train
cremad,1075_IWL_FEA_XX.wav,train
cremad,1021_MTI_DIS_XX.wav,train
cremad,1019_IEO_HAP_LO.wav,train
cremad,1038_DFA_HAP_XX.wav,train
cremad,1012_ITH_ANG_XX.wav,train
cremad,1038_TSI_DIS_XX.wav,train
cremad,1073_IWW_SAD_XX.wav,train
cremad,1048_MTI_NEU_XX.wav,train
cremad,1014_TIE_ANG_XX.wav,train
cremad,1051_ITS_FEA_XX.wav,train
cremad,1083_TAI_ANG_XX.wav,train
cremad,1064_DFA_SAD_XX.wav,train
cremad,1005_TSI_NEU_XX.wav,train
cremad,1085_DFA_NEU_XX.wav,train
cremad,1023_ITH_ANG_XX.wav,train
cremad,1003_IWL_ANG_XX.wav,train
cremad,1053_IEO_DIS_HI.wav,train
cremad,1077_TIE_NEU_XX.wav,train
cremad,1021_MTI_NEU_XX.wav,train
cremad,1035_IEO_HAP_HI.wav,train
cremad,1050_TSI_FEA_XX.wav,train
cremad,1047_IWW_ANG_XX.wav,train
cremad,1025_IWW_ANG_XX.wav,train
cremad,1055_TSI_HAP_XX.wav,train
cremad,1052_IEO_ANG_HI.wav,train
cremad,1015_IEO_SAD_LO.wav,train
cremad,1073_IEO_FEA_MD.wav,train
cremad,1077_IEO_HAP_MD.wav,train
cremad,1024_DFA_ANG_XX.wav,train
cremad,1038_ITS_NEU_XX.wav,train
cremad,1005_ITH_ANG_XX.wav,train
cremad,1019_DFA_ANG_XX.wav,train
cremad,1045_WSI_ANG_XX.wav,train
cremad,1085_ITH_FEA_XX.wav,train
cremad,1074_ITH_HAP_XX.wav,train
cremad,1087_TIE_ANG_XX.wav,train
cremad,1032_TIE_HAP_XX.wav,train
cremad,1056_IOM_DIS_XX.wav,train
cremad,1003_WSI_ANG_XX.wav,train
cremad,1052_IWW_ANG_XX.wav,train
cremad,1010_IEO_NEU_XX.wav,train
cremad,1007_IOM_HAP_XX.wav,train
cremad,1045_TIE_FEA_XX.wav,train
cremad,1011_IWW_NEU_XX.wav,train
cremad,1027_TIE_ANG_XX.wav,train
cremad,1048_IEO_NEU_XX.wav,train
cremad,1080_IWL_NEU_XX.wav,train
cremad,1072_MTI_SAD_XX.wav,train
cremad,1048_IWW_NEU_XX.wav,train
cremad,1009_IEO_ANG_MD.wav,train
cremad,1083_WSI_SAD_XX.wav,train
cremad,1014_IEO_ANG_HI.wav,train
cremad,1017_WSI_FEA_XX.wav,train
cremad,1069_IWL_DIS_XX.wav,train
cremad,1080_IWL_DIS_XX.wav,train
cremad,1056_IEO_NEU_XX.wav,train
cremad,1047_IWL_NEU_XX.wav,train
cremad,1045_IOM_SAD_XX.wav,train
cremad,1012_IOM_NEU_XX.wav,train
cremad,1061_IEO_DIS_HI.wav,train
cremad,1035_ITH_FEA_XX.wav,train
cremad,1048_ITS_ANG_XX.wav,train
cremad,1042_TAI_FEA_XX.wav,train
cremad,1031_ITS_NEU_XX.wav,train
cremad,1050_IOM_SAD_XX.wav,train
cremad,1026_TAI_HAP_XX.wav,train
cremad,1009_IWW_ANG_XX.wav,train
cremad,1056_DFA_NEU_XX.wav,train
cremad,1021_WSI_FEA_XX.wav,train
cremad,1025_MTI_FEA_XX.wav,train
cremad,1048_ITS_NEU_XX.wav,train
cremad,1003_ITH_HAP_XX.wav,train
cremad,1048_IWL_DIS_XX.wav,train
cremad,1084_WSI_DIS_XX.wav,train
cremad,1016_IEO_FEA_MD.wav,train
cremad,1064_DFA_HAP_XX.wav,train
cremad,1017_IWL_DIS_XX.wav,train
cremad,1073_WSI_ANG_XX.wav,train
cremad,1042_WSI_ANG_XX.wav,train
cremad,1074_ITS_SAD_XX.wav,train
cremad,1026_IEO_HAP_HI.wav,train
cremad,1019_MTI_ANG_XX.wav,train
cremad,1035_WSI_ANG_XX.wav,train
cremad,1083_IEO_ANG_HI.wav,train
cremad,1001_IOM_FEA_XX.wav,train
cremad,1003_IWL_SAD_XX.wav,train
cremad,1072_ITS_DIS_XX.wav,train
cremad,1027_TIE_DIS_XX.wav,train
cremad,1030_DFA_SAD_XX.wav,train
cremad,1078_DFA_FEA_XX.wav,train
cremad,1091_ITS_ANG_XX.wav,train
cremad,1050_MTI_HAP_XX.wav,train
cremad,1051_MTI_ANG_XX.wav,train
cremad,1016_IEO_HAP_MD.wav,train
cremad,1022_ITS_ANG_XX.wav,train
cremad,1050_WSI_NEU_XX.wav,train
cremad,1045_ITS_FEA_XX.wav,train
cremad,1054_IOM_NEU_XX.wav,train
cremad,1024_TAI_NEU_XX.wav,train
cremad,1079_WSI_NEU_XX.wav,train
cremad,1087_IEO_HAP_LO.wav,train
cremad,1085_TSI_SAD_XX.wav,train
cremad,1047_TAI_HAP_XX.wav,train
cremad,1017_IEO_FEA_HI.wav,train
cremad,1011_TIE_DIS_XX.wav,train
cremad,1033_DFA_DIS_XX.wav,train
cremad,1061_ITS_HAP_XX.wav,train
cremad,1024_IOM_HAP_XX.wav,train
cremad,1028_TAI_DIS_XX.wav,train
cremad,1005_DFA_ANG_XX.wav,train
cremad,1014_IOM_HAP_XX.wav,train
cremad,1014_IEO_DIS_MD.wav,train
cremad,1062_IWW_FEA_XX.wav,train
cremad,1042_IWW_ANG_XX.wav,train
cremad,1076_WSI_DIS_XX.wav,train
cremad,1071_WSI_FEA_XX.wav,train
cremad,1003_MTI_ANG_XX.wav,train
cremad,1038_TAI_SAD_XX.wav,train
cremad,1081_TAI_DIS_XX.wav,train
cremad,1021_WSI_ANG_XX.wav,train
cremad,1051_MTI_FEA_XX.wav,train
cremad,1056_MTI_SAD_XX.wav,train
cremad,1072_IWW_FEA_XX.wav,train
cremad,1010_TAI_HAP_XX.wav,train
cremad,1019_DFA_DIS_XX.wav,train
cremad,1005_WSI_DIS_XX.wav,train
cremad,1072_TIE_DIS_XX.wav,train
cremad,1073_TIE_ANG_XX.wav,train
cremad,1075_TIE_DIS_XX.wav,train
cremad,1063_DFA_NEU_XX.wav,train
cremad,1068_IWW_ANG_XX.wav,train
cremad,1047_IWW_FEA_XX.wav,train
cremad,1062_TSI_DIS_XX.wav,train
cremad,1011_MTI_FEA_XX.wav,train
cremad,1012_IEO_NEU_XX.wav,train
cremad,1012_DFA_ANG_XX.wav,train
cremad,1068_IWW_NEU_XX.wav,train
cremad,1019_ITS_HAP_XX.wav,train
cremad,1055_MTI_DIS_XX.wav,train
cremad,1033_TAI_FEA_XX.wav,train
cremad,1054_TIE_SAD_XX.wav,train
cremad,1080_TIE_SAD_XX.wav,train
cremad,1068_MTI_ANG_XX.wav,train
cremad,1027_IOM_ANG_XX.wav,train
cremad,1061_DFA_DIS_XX.wav,train
cremad,1022_IEO_DIS_LO.wav,train
cremad,1073_IOM_SAD_XX.wav,train
cremad,1073_IEO_HAP_LO.wav,train
cremad,1054_ITH_DIS_XX.wav,train
cremad,1079_TSI_NEU_XX.wav,train
cremad,1050_ITS_NEU_XX.wav,train
cremad,1053_IEO_HAP_HI.wav,train
cremad,1051_DFA_NEU_XX.wav,train
cremad,1074_TIE_FEA_XX.wav,train
cremad,1028_IEO_HAP_LO.wav,train
cremad,1072_IEO_SAD_HI.wav,train
cremad,1001_IOM_HAP_XX.wav,train
cremad,1041_TAI_NEU_XX.wav,train
cremad,1087_WSI_ANG_XX.wav,train
cremad,1022_TSI_DIS_XX.wav,train
cremad,1064_TSI_FEA_XX.wav,train
cremad,1036_IEO_FEA_HI.wav,train
cremad,1011_IEO_ANG_LO.wav,train
cremad,1055_MTI_NEU_XX.wav,train
cremad,1073_IOM_FEA_XX.wav,train
cremad,1080_IWL_ANG_XX.wav,train
cremad,1012_IWW_HAP_XX.wav,train
cremad,1036_DFA_DIS_XX.wav,train
cremad,1007_IEO_HAP_MD.wav,train
cremad,1075_IWW_NEU_XX.wav,train
cremad,1085_ITS_SAD_XX.wav,train
cremad,1051_IEO_SAD_LO.wav,train
cremad,1084_IWW_HAP_XX.wav,train
cremad,1019_ITS_FEA_XX.wav,train
cremad,1010_MTI_FEA_XX.wav,train
cremad,1083_IEO_SAD_MD.wav,train
cremad,1050_IEO_ANG_HI.wav,train
cremad,1073_WSI_SAD_XX.wav,train
cremad,1017_ITH_DIS_XX.wav,train
cremad,1027_MTI_HAP_XX.wav,train
cremad,1054_TSI_ANG_XX.wav,train
cremad,1084_DFA_SAD_XX.wav,train
cremad,1055_IWL_FEA_XX.wav,train
cremad,1030_ITS_NEU_XX.wav,train
cremad,1007_IEO_HAP_LO.wav,train
cremad,1038_IWW_DIS_XX.wav,train
cremad,1063_IEO_HAP_HI.wav,train
cremad,1019_ITS_ANG_XX.wav,train
cremad,1011_IOM_HAP_XX.wav,train
